,gvkey_focal,year,gvkey1,gvkey2,score,gvkey_peer,focal_ticker,focal_company_name,focal_cik,focal_primary_sic,peer_ticker,peer_company_name
10271,012141,1999,12141,1690,0.0368,001690,MSFT,Microsoft Corp.,0000789019,7372,AAPL,Apple Inc.
10684,031587,1999,31587,2184,0.0017,002184,DLTR,Dollar Tree Inc.,0000935703,5331,BBY,Best Buy Co. Inc.
10689,031587,1999,31587,4016,0.0228,004016,DLTR,Dollar Tree Inc.,0000935703,5331,DG,Dollar General Corp.
10826,001690,2000,1690,12141,0.0657,012141,AAPL,Apple Inc.,0000320193,3571,MSFT,Microsoft Corp.
10894,002184,2000,2184,5680,0.0077,005680,BBY,Best Buy Co. Inc.,0000764478,5731,HD,Home Depot Inc.
10896,002184,2000,2184,6829,0.0334,006829,BBY,Best Buy Co. Inc.,0000764478,5731,LOW,Lowes Companies Inc.
10902,002184,2000,2184,11259,0.0255,011259,BBY,Best Buy Co. Inc.,0000764478,5731,WMT,Walmart Inc.
10903,002184,2000,2184,11672,0.0781,011672,BBY,Best Buy Co. Inc.,0000764478,5731,TJX,TJX Companies Inc.
10976,003813,2000,3813,11264,0.0077,011264,TGT,Target Corp.,0000027419,5331,WBA,Walgreens Boots Alliance Inc.
11000,004016,2000,4016,31587,0.0497,031587,DG,Dollar General Corp.,0000029534,5331,DLTR,Dollar Tree Inc.
11020,005680,2000,5680,2184,0.0077,002184,HD,Home Depot Inc.,0000354950,5251,BBY,Best Buy Co. Inc.
11025,005680,2000,5680,6829,0.0609,006829,HD,Home Depot Inc.,0000354950,5251,LOW,Lowes Companies Inc.
11033,006502,2000,6502,11259,0.0335,011259,KR,Kroger Co.,0000056873,5411,WMT,Walmart Inc.
11036,006829,2000,6829,2184,0.0334,002184,LOW,Lowes Companies Inc.,0000060667,5251,BBY,Best Buy Co. Inc.
11038,006829,2000,6829,5680,0.0609,005680,LOW,Lowes Companies Inc.,0000060667,5251,HD,Home Depot Inc.
11054,007241,2000,7241,11264,0.0645,011264,CVS,CVS Health Corp.,0000064803,5912,WBA,Walgreens Boots Alliance Inc.
11076,011259,2000,11259,2184,0.0255,002184,WMT,Walmart Inc.,0000104169,5331,BBY,Best Buy Co. Inc.
11087,011259,2000,11259,6502,0.0335,006502,WMT,Walmart Inc.,0000104169,5331,KR,Kroger Co.
11102,011259,2000,11259,11672,0.1115,011672,WMT,Walmart Inc.,0000104169,5331,TJX,TJX Companies Inc.
11142,011264,2000,11264,3813,0.0077,003813,WBA,Walgreens Boots Alliance Inc.,0001618921,5912,TGT,Target Corp.
11144,011264,2000,11264,7241,0.0645,007241,WBA,Walgreens Boots Alliance Inc.,0001618921,5912,CVS,CVS Health Corp.
11153,011672,2000,11672,2184,0.0781,002184,TJX,TJX Companies Inc.,0000109198,5651,BBY,Best Buy Co. Inc.
11189,011672,2000,11672,11259,0.1115,011259,TJX,TJX Companies Inc.,0000109198,5651,WMT,Walmart Inc.
11276,012141,2000,12141,1690,0.0657,001690,MSFT,Microsoft Corp.,0000789019,7372,AAPL,Apple Inc.
11679,031587,2000,31587,4016,0.0497,004016,DLTR,Dollar Tree Inc.,0000935703,5331,DG,Dollar General Corp.
11781,001690,2001,1690,12141,0.0716,012141,AAPL,Apple Inc.,0000320193,3571,MSFT,Microsoft Corp.
11869,002184,2001,2184,5680,0.0025,005680,BBY,Best Buy Co. Inc.,0000764478,5731,HD,Home Depot Inc.
11931,003813,2001,3813,11264,0.0142,011264,TGT,Target Corp.,0000027419,5331,WBA,Walgreens Boots Alliance Inc.
11939,004016,2001,4016,7241,0.0183,007241,DG,Dollar General Corp.,0000029534,5331,CVS,CVS Health Corp.
11946,004016,2001,4016,31587,0.0251,031587,DG,Dollar General Corp.,0000029534,5331,DLTR,Dollar Tree Inc.
11956,004611,2001,4611,11264,0.0042,011264,M,Macys Inc.,0000794367,5311,WBA,Walgreens Boots Alliance Inc.
11977,005680,2001,5680,2184,0.0025,002184,HD,Home Depot Inc.,0000354950,5251,BBY,Best Buy Co. Inc.
11979,005680,2001,5680,6829,0.0765,006829,HD,Home Depot Inc.,0000354950,5251,LOW,Lowes Companies Inc.
12003,006502,2001,6502,11259,0.0027,011259,KR,Kroger Co.,0000056873,5411,WMT,Walmart Inc.
12016,006829,2001,6829,5680,0.0765,005680,LOW,Lowes Companies Inc.,0000060667,5251,HD,Home Depot Inc.
12039,007241,2001,7241,4016,0.0183,004016,CVS,CVS Health Corp.,0000064803,5912,DG,Dollar General Corp.
12046,007241,2001,7241,11259,0.0157,011259,CVS,CVS Health Corp.,0000064803,5912,WMT,Walmart Inc.
12047,007241,2001,7241,11264,0.0731,011264,CVS,CVS Health Corp.,0000064803,5912,WBA,Walgreens Boots Alliance Inc.
12049,007241,2001,7241,11672,0.0465,011672,CVS,CVS Health Corp.,0000064803,5912,TJX,TJX Companies Inc.
12085,011259,2001,11259,6502,0.0027,006502,WMT,Walmart Inc.,0000104169,5331,KR,Kroger Co.
12086,011259,2001,11259,7241,0.0157,007241,WMT,Walmart Inc.,0000104169,5331,CVS,CVS Health Corp.
12100,011259,2001,11259,11672,0.1384,011672,WMT,Walmart Inc.,0000104169,5331,TJX,TJX Companies Inc.
12150,011264,2001,11264,3813,0.0142,003813,WBA,Walgreens Boots Alliance Inc.,0001618921,5912,TGT,Target Corp.
12152,011264,2001,11264,4611,0.0042,004611,WBA,Walgreens Boots Alliance Inc.,0001618921,5912,M,Macys Inc.
12155,011264,2001,11264,7241,0.0731,007241,WBA,Walgreens Boots Alliance Inc.,0001618921,5912,CVS,CVS Health Corp.
12182,011672,2001,11672,7241,0.0465,007241,TJX,TJX Companies Inc.,0000109198,5651,CVS,CVS Health Corp.
12202,011672,2001,11672,11259,0.1384,011259,TJX,TJX Companies Inc.,0000109198,5651,WMT,Walmart Inc.
12305,012141,2001,12141,1690,0.0716,001690,MSFT,Microsoft Corp.,0000789019,7372,AAPL,Apple Inc.
12593,031587,2001,31587,4016,0.0251,004016,DLTR,Dollar Tree Inc.,0000935703,5331,DG,Dollar General Corp.
12688,001690,2002,1690,12141,0.109,012141,AAPL,Apple Inc.,0000320193,3571,MSFT,Microsoft Corp.
12874,002184,2002,2184,4016,0.0056,004016,BBY,Best Buy Co. Inc.,0000764478,5731,DG,Dollar General Corp.
12883,002184,2002,2184,11259,0.0193,011259,BBY,Best Buy Co. Inc.,0000764478,5731,WMT,Walmart Inc.
12885,002184,2002,2184,11672,0.0717,011672,BBY,Best Buy Co. Inc.,0000764478,5731,TJX,TJX Companies Inc.
12938,003813,2002,3813,11264,0.0365,011264,TGT,Target Corp.,0000027419,5331,WBA,Walgreens Boots Alliance Inc.
12946,004016,2002,4016,2184,0.0056,002184,DG,Dollar General Corp.,0000029534,5331,BBY,Best Buy Co. Inc.
12962,004016,2002,4016,11259,0.0514,011259,DG,Dollar General Corp.,0000029534,5331,WMT,Walmart Inc.
12965,004016,2002,4016,11672,0.0136,011672,DG,Dollar General Corp.,0000029534,5331,TJX,TJX Companies Inc.
12989,004016,2002,4016,31587,0.0918,031587,DG,Dollar General Corp.,0000029534,5331,DLTR,Dollar Tree Inc.
13032,005680,2002,5680,6829,0.0659,006829,HD,Home Depot Inc.,0000354950,5251,LOW,Lowes Companies Inc.
13062,006502,2002,6502,11259,0.0117,011259,KR,Kroger Co.,0000056873,5411,WMT,Walmart Inc.
13078,006829,2002,6829,5680,0.0659,005680,LOW,Lowes Companies Inc.,0000060667,5251,HD,Home Depot Inc.
13101,007241,2002,7241,11264,0.0806,011264,CVS,CVS Health Corp.,0000064803,5912,WBA,Walgreens Boots Alliance Inc.
13116,011259,2002,11259,2184,0.0193,002184,WMT,Walmart Inc.,0000104169,5331,BBY,Best Buy Co. Inc.
13121,011259,2002,11259,4016,0.0514,004016,WMT,Walmart Inc.,0000104169,5331,DG,Dollar General Corp.
13126,011259,2002,11259,6502,0.0117,006502,WMT,Walmart Inc.,0000104169,5331,KR,Kroger Co.
13138,011259,2002,11259,11672,0.1445,011672,WMT,Walmart Inc.,0000104169,5331,TJX,TJX Companies Inc.
13182,011264,2002,11264,3813,0.0365,003813,WBA,Walgreens Boots Alliance Inc.,0001618921,5912,TGT,Target Corp.
13185,011264,2002,11264,7241,0.0806,007241,WBA,Walgreens Boots Alliance Inc.,0001618921,5912,CVS,CVS Health Corp.
13189,011264,2002,11264,11672,0.0038,011672,WBA,Walgreens Boots Alliance Inc.,0001618921,5912,TJX,TJX Companies Inc.
13194,011672,2002,11672,2184,0.0717,002184,TJX,TJX Companies Inc.,0000109198,5651,BBY,Best Buy Co. Inc.
13202,011672,2002,11672,4016,0.0136,004016,TJX,TJX Companies Inc.,0000109198,5651,DG,Dollar General Corp.
13226,011672,2002,11672,11259,0.1445,011259,TJX,TJX Companies Inc.,0000109198,5651,WMT,Walmart Inc.
13227,011672,2002,11672,11264,0.0038,011264,TJX,TJX Companies Inc.,0000109198,5651,WBA,Walgreens Boots Alliance Inc.
13311,012141,2002,12141,1690,0.109,001690,MSFT,Microsoft Corp.,0000789019,7372,AAPL,Apple Inc.
13546,031587,2002,31587,4016,0.0918,004016,DLTR,Dollar Tree Inc.,0000935703,5331,DG,Dollar General Corp.
13627,001690,2003,1690,12141,0.0565,012141,AAPL,Apple Inc.,0000320193,3571,MSFT,Microsoft Corp.
13786,002184,2003,2184,11672,0.0505,011672,BBY,Best Buy Co. Inc.,0000764478,5731,TJX,TJX Companies Inc.
13831,003813,2003,3813,11264,0.0425,011264,TGT,Target Corp.,0000027419,5331,WBA,Walgreens Boots Alliance Inc.
13853,004016,2003,4016,11259,0.0223,011259,DG,Dollar General Corp.,0000029534,5331,WMT,Walmart Inc.
13854,004016,2003,4016,11264,0.0143,011264,DG,Dollar General Corp.,0000029534,5331,WBA,Walgreens Boots Alliance Inc.
13857,004016,2003,4016,11672,0.0053,011672,DG,Dollar General Corp.,0000029534,5331,TJX,TJX Companies Inc.
13908,005680,2003,5680,6829,0.0413,006829,HD,Home Depot Inc.,0000354950,5251,LOW,Lowes Companies Inc.
13912,005680,2003,5680,11672,0.0279,011672,HD,Home Depot Inc.,0000354950,5251,TJX,TJX Companies Inc.
13943,006502,2003,6502,11259,0.015,011259,KR,Kroger Co.,0000056873,5411,WMT,Walmart Inc.
13955,006829,2003,6829,5680,0.0413,005680,LOW,Lowes Companies Inc.,0000060667,5251,HD,Home Depot Inc.
13969,007241,2003,7241,11264,0.0878,011264,CVS,CVS Health Corp.,0000064803,5912,WBA,Walgreens Boots Alliance Inc.
13987,011259,2003,11259,4016,0.0223,004016,WMT,Walmart Inc.,0000104169,5331,DG,Dollar General Corp.
13992,011259,2003,11259,6502,0.015,006502,WMT,Walmart Inc.,0000104169,5331,KR,Kroger Co.
14001,011259,2003,11259,11672,0.1346,011672,WMT,Walmart Inc.,0000104169,5331,TJX,TJX Companies Inc.
14041,011264,2003,11264,3813,0.0425,003813,WBA,Walgreens Boots Alliance Inc.,0001618921,5912,TGT,Target Corp.
14042,011264,2003,11264,4016,0.0143,004016,WBA,Walgreens Boots Alliance Inc.,0001618921,5912,DG,Dollar General Corp.
14044,011264,2003,11264,7241,0.0878,007241,WBA,Walgreens Boots Alliance Inc.,0001618921,5912,CVS,CVS Health Corp.
14049,011672,2003,11672,2184,0.0505,002184,TJX,TJX Companies Inc.,0000109198,5651,BBY,Best Buy Co. Inc.
14058,011672,2003,11672,4016,0.0053,004016,TJX,TJX Companies Inc.,0000109198,5651,DG,Dollar General Corp.
14066,011672,2003,11672,5680,0.0279,005680,TJX,TJX Companies Inc.,0000109198,5651,HD,Home Depot Inc.
14079,011672,2003,11672,11259,0.1346,011259,TJX,TJX Companies Inc.,0000109198,5651,WMT,Walmart Inc.
14172,012141,2003,12141,1690,0.0565,001690,MSFT,Microsoft Corp.,0000789019,7372,AAPL,Apple Inc.
14377,001690,2004,1690,12141,0.047,012141,AAPL,Apple Inc.,0000320193,3571,MSFT,Microsoft Corp.
14506,001690,2004,1690,160329,0.0029,160329,AAPL,Apple Inc.,0000320193,3571,GOOGL,Alphabet Inc.
14513,002184,2004,2184,5680,0.0054,005680,BBY,Best Buy Co. Inc.,0000764478,5731,HD,Home Depot Inc.
14518,002184,2004,2184,11259,0.0025,011259,BBY,Best Buy Co. Inc.,0000764478,5731,WMT,Walmart Inc.
14519,002184,2004,2184,11672,0.0358,011672,BBY,Best Buy Co. Inc.,0000764478,5731,TJX,TJX Companies Inc.
14556,004016,2004,4016,11259,0.0638,011259,DG,Dollar General Corp.,0000029534,5331,WMT,Walmart Inc.
14558,004016,2004,4016,11672,0.0262,011672,DG,Dollar General Corp.,0000029534,5331,TJX,TJX Companies Inc.
14571,004016,2004,4016,31587,0.0682,031587,DG,Dollar General Corp.,0000029534,5331,DLTR,Dollar Tree Inc.
14588,004611,2004,4611,6502,0.0236,006502,M,Macys Inc.,0000794367,5311,KR,Kroger Co.
14606,005680,2004,5680,2184,0.0054,002184,HD,Home Depot Inc.,0000354950,5251,BBY,Best Buy Co. Inc.
14613,005680,2004,5680,6829,0.0545,006829,HD,Home Depot Inc.,0000354950,5251,LOW,Lowes Companies Inc.
14617,005680,2004,5680,11259,0.0115,011259,HD,Home Depot Inc.,0000354950,5251,WMT,Walmart Inc.
14618,005680,2004,5680,11672,0.0288,011672,HD,Home Depot Inc.,0000354950,5251,TJX,TJX Companies Inc.
14640,006502,2004,6502,4611,0.0236,004611,KR,Kroger Co.,0000056873,5411,M,Macys Inc.
14649,006502,2004,6502,11259,0.0402,011259,KR,Kroger Co.,0000056873,5411,WMT,Walmart Inc.
14661,006829,2004,6829,5680,0.0545,005680,LOW,Lowes Companies Inc.,0000060667,5251,HD,Home Depot Inc.
14671,007241,2004,7241,11264,0.0198,011264,CVS,CVS Health Corp.,0000064803,5912,WBA,Walgreens Boots Alliance Inc.
14684,011259,2004,11259,2184,0.0025,002184,WMT,Walmart Inc.,0000104169,5331,BBY,Best Buy Co. Inc.
14689,011259,2004,11259,4016,0.0638,004016,WMT,Walmart Inc.,0000104169,5331,DG,Dollar General Corp.
14697,011259,2004,11259,5680,0.0115,005680,WMT,Walmart Inc.,0000104169,5331,HD,Home Depot Inc.
14699,011259,2004,11259,6502,0.0402,006502,WMT,Walmart Inc.,0000104169,5331,KR,Kroger Co.
14711,011259,2004,11259,11672,0.1192,011672,WMT,Walmart Inc.,0000104169,5331,TJX,TJX Companies Inc.
14735,011259,2004,11259,31587,0.0319,031587,WMT,Walmart Inc.,0000104169,5331,DLTR,Dollar Tree Inc.
14756,011264,2004,11264,7241,0.0198,007241,WBA,Walgreens Boots Alliance Inc.,0001618921,5912,CVS,CVS Health Corp.
14760,011672,2004,11672,2184,0.0358,002184,TJX,TJX Companies Inc.,0000109198,5651,BBY,Best Buy Co. Inc.
14768,011672,2004,11672,4016,0.0262,004016,TJX,TJX Companies Inc.,0000109198,5651,DG,Dollar General Corp.
14777,011672,2004,11672,5680,0.0288,005680,TJX,TJX Companies Inc.,0000109198,5651,HD,Home Depot Inc.
14790,011672,2004,11672,11259,0.1192,011259,TJX,TJX Companies Inc.,0000109198,5651,WMT,Walmart Inc.
14883,012141,2004,12141,1690,0.047,001690,MSFT,Microsoft Corp.,0000789019,7372,AAPL,Apple Inc.
15071,012141,2004,12141,160329,0.0015,160329,MSFT,Microsoft Corp.,0000789019,7372,GOOGL,Alphabet Inc.
15077,031587,2004,31587,4016,0.0682,004016,DLTR,Dollar Tree Inc.,0000935703,5331,DG,Dollar General Corp.
15085,031587,2004,31587,11259,0.0319,011259,DLTR,Dollar Tree Inc.,0000935703,5331,WMT,Walmart Inc.
15138,160329,2004,160329,1690,0.0029,001690,GOOGL,Alphabet Inc.,0001652044,7389,AAPL,Apple Inc.
15140,160329,2004,160329,12141,0.0015,012141,GOOGL,Alphabet Inc.,0001652044,7389,MSFT,Microsoft Corp.
15299,001690,2005,1690,160329,0.0114,160329,AAPL,Apple Inc.,0000320193,3571,GOOGL,Alphabet Inc.
15307,002184,2005,2184,5680,0.0045,005680,BBY,Best Buy Co. Inc.,0000764478,5731,HD,Home Depot Inc.
15312,002184,2005,2184,11672,0.0496,011672,BBY,Best Buy Co. Inc.,0000764478,5731,TJX,TJX Companies Inc.
15344,003813,2005,3813,11264,0.008,011264,TGT,Target Corp.,0000027419,5331,WBA,Walgreens Boots Alliance Inc.
15358,004016,2005,4016,11259,0.0261,011259,DG,Dollar General Corp.,0000029534,5331,WMT,Walmart Inc.
15360,004016,2005,4016,11672,0.0142,011672,DG,Dollar General Corp.,0000029534,5331,TJX,TJX Companies Inc.
15374,004016,2005,4016,31587,0.0654,031587,DG,Dollar General Corp.,0000029534,5331,DLTR,Dollar Tree Inc.
15397,005680,2005,5680,2184,0.0045,002184,HD,Home Depot Inc.,0000354950,5251,BBY,Best Buy Co. Inc.
15402,005680,2005,5680,6829,0.0708,006829,HD,Home Depot Inc.,0000354950,5251,LOW,Lowes Companies Inc.
15406,005680,2005,5680,11259,0.0177,011259,HD,Home Depot Inc.,0000354950,5251,WMT,Walmart Inc.
15407,005680,2005,5680,11672,0.0117,011672,HD,Home Depot Inc.,0000354950,5251,TJX,TJX Companies Inc.
15449,006829,2005,6829,5680,0.0708,005680,LOW,Lowes Companies Inc.,0000060667,5251,HD,Home Depot Inc.
15453,006829,2005,6829,11672,0.031,011672,LOW,Lowes Companies Inc.,0000060667,5251,TJX,TJX Companies Inc.
15472,007241,2005,7241,11264,0.0291,011264,CVS,CVS Health Corp.,0000064803,5912,WBA,Walgreens Boots Alliance Inc.
15483,011259,2005,11259,4016,0.0261,004016,WMT,Walmart Inc.,0000104169,5331,DG,Dollar General Corp.
15488,011259,2005,11259,5680,0.0177,005680,WMT,Walmart Inc.,0000104169,5331,HD,Home Depot Inc.
15495,011259,2005,11259,11672,0.1182,011672,WMT,Walmart Inc.,0000104169,5331,TJX,TJX Companies Inc.
15542,011264,2005,11264,3813,0.008,003813,WBA,Walgreens Boots Alliance Inc.,0001618921,5912,TGT,Target Corp.
15544,011264,2005,11264,7241,0.0291,007241,WBA,Walgreens Boots Alliance Inc.,0001618921,5912,CVS,CVS Health Corp.
15549,011672,2005,11672,2184,0.0496,002184,TJX,TJX Companies Inc.,0000109198,5651,BBY,Best Buy Co. Inc.
15558,011672,2005,11672,4016,0.0142,004016,TJX,TJX Companies Inc.,0000109198,5651,DG,Dollar General Corp.
15564,011672,2005,11672,5680,0.0117,005680,TJX,TJX Companies Inc.,0000109198,5651,HD,Home Depot Inc.
15567,011672,2005,11672,6829,0.031,006829,TJX,TJX Companies Inc.,0000109198,5651,LOW,Lowes Companies Inc.
15579,011672,2005,11672,11259,0.1182,011259,TJX,TJX Companies Inc.,0000109198,5651,WMT,Walmart Inc.
15827,012141,2005,12141,160329,0.0286,160329,MSFT,Microsoft Corp.,0000789019,7372,GOOGL,Alphabet Inc.
15834,031587,2005,31587,4016,0.0654,004016,DLTR,Dollar Tree Inc.,0000935703,5331,DG,Dollar General Corp.
15906,160329,2005,160329,1690,0.0114,001690,GOOGL,Alphabet Inc.,0001652044,7389,AAPL,Apple Inc.
15909,160329,2005,160329,12141,0.0286,012141,GOOGL,Alphabet Inc.,0001652044,7389,MSFT,Microsoft Corp.
15994,001690,2006,1690,12141,0.0189,012141,AAPL,Apple Inc.,0000320193,3571,MSFT,Microsoft Corp.
